Matrix_ID	TF_Locus	Matrix_Type
TFmatrixID_0072	Glyma.08G145300.1	Inferred
TFmatrixID_0072	Glyma07g37410.1	Inferred
TFmatrixID_0072	Glyma07g33510.1	Inferred
TFmatrixID_0072	Glyma.07G044300	Inferred
TFmatrixID_0072	Glyma07g03040.1	Inferred
TFmatrixID_0072	Glyma.06G290000.1	Inferred
TFmatrixID_0072	Glyma.06G236400.1	Inferred
TFmatrixID_0072	Glyma.06G163700.1	Inferred
TFmatrixID_0072	Glyma.05G186700.1	Inferred
TFmatrixID_0072	Glyma.05G063500.1	Inferred
TFmatrixID_0072	Glyma.04G217400.1	Inferred
TFmatrixID_0072	Glyma04g37890.1	Inferred
TFmatrixID_0072	Glyma.03G263700.1	Inferred
TFmatrixID_0072	Glyma.03G162600.1	Inferred
TFmatrixID_0072	Glyma.03G159800	Inferred
TFmatrixID_0072	Glyma.02G294100.1	Inferred
TFmatrixID_0072	Glyma02g08840.1	Inferred
TFmatrixID_0072	Glyma.02G066200.1	Inferred
TFmatrixID_0072	Glyma.02G016100.1	Inferred
TFmatrixID_0498	Glyma.10G116600.1	Inferred
TFmatrixID_0498	Glyma.02G087400.2	Inferred
TFmatrixID_0066	Glyma.19G142000.1	Inferred
TFmatrixID_0066	Glyma.18G018200.1	Inferred
TFmatrixID_0066	Glyma.17G254600.1	Inferred
TFmatrixID_0066	Glyma.14G161900.1	Inferred
TFmatrixID_0066	Glyma.14G056200	Inferred
TFmatrixID_0066	Glyma.14G070000.1	Inferred
TFmatrixID_0066	Glyma.13G304300.1	Inferred
TFmatrixID_0066	Glyma.12G197700.1	Inferred
TFmatrixID_0066	Glyma.12G103100	Inferred
TFmatrixID_0066	Glyma.10G099800.1	Inferred
TFmatrixID_0066	Glyma.08G137600.1	Inferred
TFmatrixID_0066	Glyma.06G301300.1	Inferred
TFmatrixID_0066	Glyma.06G105000.1	Inferred
TFmatrixID_0066	Glyma.06G028300.1	Inferred
TFmatrixID_0066	Glyma.04G103900.1	Inferred
TFmatrixID_0066	Glyma.04G028100.1	Inferred
TFmatrixID_0066	Glyma.03G138900.1	Inferred
TFmatrixID_0066	Glyma.02G261700.1	Inferred
TFmatrixID_0066	Glyma.02G181600.1	Inferred
TFmatrixID_0487	Glyma.19G142000.1	Inferred
TFmatrixID_0487	Glyma.15G004200.1	Inferred
TFmatrixID_0487	Glyma.14G161900.1	Inferred
TFmatrixID_0487	Glyma.14G057900.1	Inferred
TFmatrixID_0487	Glyma.13G369400.1	Inferred
TFmatrixID_0487	Glyma13g37450.1	Inferred
TFmatrixID_0487	Glyma.12G203100.1	Inferred
TFmatrixID_0487	Glyma.12G110400.1	Inferred
TFmatrixID_0487	Glyma.10G239300.1	Inferred
TFmatrixID_0487	Glyma.10G223200.1	Inferred
TFmatrixID_0487	Glyma.10G099800.1	Inferred
TFmatrixID_0487	Glyma07g33510.1	Inferred
TFmatrixID_0487	Glyma.07G025800.1	Inferred
TFmatrixID_0487	Glyma.06G295300.1	Inferred
TFmatrixID_0487	Glyma.03G138900.1	Inferred
TFmatrixID_0487	Glyma.02G264700.1	Inferred
TFmatrixID_0487	Glyma.02G181600.1	Inferred
TFmatrixID_0118	Glyma.20G155100.1	Inferred
TFmatrixID_0118	Glyma.19G256800.1	Inferred
TFmatrixID_0118	Glyma.17G047300.1	Inferred
TFmatrixID_0118	Glyma.16G023800.1	Inferred
TFmatrixID_0118	Glyma.13G112400.1	Inferred
TFmatrixID_0118	Glyma.10G239400.1	Inferred
TFmatrixID_0118	Glyma.07G055000.1	Inferred
TFmatrixID_0118	Glyma07g02000.1	Inferred
TFmatrixID_0118	Glyma.03G258200.1	Inferred
TFmatrixID_0064	Glyma17g33530.1	Inferred
TFmatrixID_0064	Glyma.17G047300.1	Inferred
TFmatrixID_0064	Glyma.15G180000.1	Inferred
TFmatrixID_0064	Glyma.13G112400.1	Inferred
TFmatrixID_0064	Glyma.09G072000.1	Inferred
TFmatrixID_0064	Glyma06g06100.1	Inferred
TFmatrixID_0064	Glyma04g06100.1	Inferred
TFmatrixID_0055	Glyma.17G210500.1	Inferred
TFmatrixID_0055	Glyma17g33060.1	Inferred
TFmatrixID_0055	Glyma.17G114500.1	Inferred
TFmatrixID_0055	Glyma.15G004200.1	Inferred
TFmatrixID_0055	Glyma.15G008600.1	Inferred
TFmatrixID_0055	Glyma.14G111600.1	Inferred
TFmatrixID_0055	Glyma.13G369400.1	Inferred
TFmatrixID_0055	Glyma.13G166700.1	Inferred
TFmatrixID_0055	Glyma.08G211600.1	Inferred
TFmatrixID_0055	Glyma.08G216600.1	Inferred
TFmatrixID_0055	Glyma.07G025800.1	Inferred
TFmatrixID_0055	Glyma.07G031200.1	Inferred
TFmatrixID_0055	Glyma.06G064000.1	Inferred
TFmatrixID_0055	Glyma.06G068800	Inferred
TFmatrixID_0055	Glyma.04G147500.1	Inferred
TFmatrixID_0055	Glyma.04G067200.1	Inferred
TFmatrixID_0055	Glyma.04G062900.1	Inferred
TFmatrixID_0109	Glyma.20G155100.1	Inferred
TFmatrixID_0109	Glyma.16G199000.1	Inferred
TFmatrixID_0109	Glyma.12G182400.1	Inferred
TFmatrixID_0109	Glyma.10G239400.1	Inferred
TFmatrixID_0109	Glyma.09G147200.1	Inferred
TFmatrixID_0127	Glyma.20G186200.1	Inferred
TFmatrixID_0127	Glyma.10G204400.1	Inferred
TFmatrixID_0127	Glyma.01G087500.1	Inferred
TFmatrixID_0127	Glyma.02G099500.1	Inferred
TFmatrixID_0527	Glyma.20G186200.1	Inferred
TFmatrixID_0527	Glyma.10G204400.1	Inferred
TFmatrixID_0527	Glyma.01G087500.1	Inferred
TFmatrixID_0527	Glyma.02G099500.1	Inferred
TFmatrixID_0528	Glyma.20G186200.1	Inferred
TFmatrixID_0528	Glyma.10G204400.1	Inferred
TFmatrixID_0528	Glyma.01G087500.1	Inferred
TFmatrixID_0528	Glyma.02G099500.1	Inferred
TFmatrixID_0560	Glyma.20G186200.1	Inferred
TFmatrixID_0560	Glyma.10G204400.1	Inferred
TFmatrixID_0560	Glyma.01G087500.1	Inferred
TFmatrixID_0560	Glyma.02G099500.1	Inferred
TFmatrixID_0561	Glyma.20G186200.1	Inferred
TFmatrixID_0561	Glyma.10G204400.1	Inferred
TFmatrixID_0561	Glyma.01G087500.1	Inferred
TFmatrixID_0561	Glyma.02G099500.1	Inferred
TFmatrixID_0132	Glyma.13G150600.1	Inferred
TFmatrixID_0132	Glyma10g07550.1	Inferred
TFmatrixID_0132	Glyma04g10960.1	Inferred
TFmatrixID_0134	Glyma.13G150600.1	Inferred
TFmatrixID_0134	Glyma10g07550.1	Inferred
TFmatrixID_0134	Glyma04g10960.1	Inferred
TFmatrixID_0135	Glyma.13G150600.1	Inferred
TFmatrixID_0135	Glyma10g07550.1	Inferred
TFmatrixID_0135	Glyma04g10960.1	Inferred
TFmatrixID_0136	Glyma.13G150600.1	Inferred
TFmatrixID_0136	Glyma10g07550.1	Inferred
TFmatrixID_0136	Glyma04g10960.1	Inferred
TFmatrixID_0137	Glyma.13G150600.1	Inferred
TFmatrixID_0137	Glyma10g07550.1	Inferred
TFmatrixID_0137	Glyma04g10960.1	Inferred
TFmatrixID_0138	Glyma.13G150600.1	Inferred
TFmatrixID_0138	Glyma10g07550.1	Inferred
TFmatrixID_0138	Glyma04g10960.1	Inferred
TFmatrixID_0139	Glyma.13G150600.1	Inferred
TFmatrixID_0139	Glyma10g07550.1	Inferred
TFmatrixID_0139	Glyma04g10960.1	Inferred
TFmatrixID_0140	Glyma.13G150600.1	Inferred
TFmatrixID_0140	Glyma10g07550.1	Inferred
TFmatrixID_0140	Glyma04g10960.1	Inferred
TFmatrixID_0141	Glyma.13G150600.1	Inferred
TFmatrixID_0141	Glyma10g07550.1	Inferred
TFmatrixID_0141	Glyma04g10960.1	Inferred
TFmatrixID_0142	Glyma.13G150600.1	Inferred
TFmatrixID_0142	Glyma10g07550.1	Inferred
TFmatrixID_0142	Glyma04g10960.1	Inferred
TFmatrixID_0144	Glyma.13G150600.1	Inferred
TFmatrixID_0144	Glyma10g07550.1	Inferred
TFmatrixID_0144	Glyma04g10960.1	Inferred
TFmatrixID_0146	Glyma.13G150600.1	Inferred
TFmatrixID_0146	Glyma10g07550.1	Inferred
TFmatrixID_0146	Glyma04g10960.1	Inferred
TFmatrixID_0153	Glyma.13G150600.1	Inferred
TFmatrixID_0153	Glyma10g07550.1	Inferred
TFmatrixID_0153	Glyma04g10960.1	Inferred
TFmatrixID_0154	Glyma.13G150600.1	Inferred
TFmatrixID_0154	Glyma10g07550.1	Inferred
TFmatrixID_0154	Glyma04g10960.1	Inferred
TFmatrixID_0575	Glyma.13G150600.1	Inferred
TFmatrixID_0575	Glyma10g07550.1	Inferred
TFmatrixID_0575	Glyma04g10960.1	Inferred
TFmatrixID_0130	Glyma.18G231300.6	Inferred
TFmatrixID_0130	Glyma.06G014600	Inferred
TFmatrixID_0130	Glyma.U043500.1	Inferred
TFmatrixID_0130	Glyma.09G260600	Inferred
TFmatrixID_0131	Glyma.18G231300.6	Inferred
TFmatrixID_0131	Glyma.06G014600	Inferred
TFmatrixID_0131	Glyma.U043500.1	Inferred
TFmatrixID_0131	Glyma.09G260600	Inferred
TFmatrixID_0147	Glyma.18G231300.6	Inferred
TFmatrixID_0147	Glyma.06G014600	Inferred
TFmatrixID_0147	Glyma.U043500.1	Inferred
TFmatrixID_0147	Glyma.09G260600	Inferred
TFmatrixID_0148	Glyma.18G231300.6	Inferred
TFmatrixID_0148	Glyma.06G014600	Inferred
TFmatrixID_0148	Glyma.U043500.1	Inferred
TFmatrixID_0148	Glyma.09G260600	Inferred
TFmatrixID_0152	Glyma.18G231300.6	Inferred
TFmatrixID_0152	Glyma.U043500.1	Inferred
TFmatrixID_0152	Glyma.09G260600	Inferred
TFmatrixID_0129	Glyma.11G216300.1	Inferred
TFmatrixID_0476	Glyma.11G216300.1	Inferred
TFmatrixID_0156	Glyma.17G256500.1	Inferred
TFmatrixID_0156	Glyma.18G046800.1	Inferred
TFmatrixID_0156	Glyma.17G047100.1	Inferred
TFmatrixID_0156	Glyma.14G217700.1	Inferred
TFmatrixID_0156	Glyma.15G091000	Inferred
TFmatrixID_0156	Glyma.15G181000	Inferred
TFmatrixID_0156	Glyma.14G208500.1	Inferred
TFmatrixID_0156	Glyma.13G221400.1	Inferred
TFmatrixID_0156	Glyma.14G032700	Inferred
TFmatrixID_0156	Glyma.12G071000.1	Inferred
TFmatrixID_0156	Glyma.12G171000	Inferred
TFmatrixID_0156	Glyma.13G112600.1	Inferred
TFmatrixID_0156	Glyma.11G204200	Inferred
TFmatrixID_0156	Glyma.U019800	Inferred
TFmatrixID_0156	Glyma08g03140.1	Inferred
TFmatrixID_0156	Glyma.08G100100.1	Inferred
TFmatrixID_0156	Glyma.09G072200.1	Inferred
TFmatrixID_0156	Glyma.07G130400.1	Inferred
TFmatrixID_0156	Glyma.05G143800	Inferred
TFmatrixID_0156	Glyma.05G221300.1	Inferred
TFmatrixID_0156	Glyma.02G281700.1	Inferred
TFmatrixID_0156	Glyma.02G239600.1	Inferred
TFmatrixID_0156	Glyma.01G002100	Inferred
TFmatrixID_0124	Glyma.19G261300	Inferred
TFmatrixID_0124	Glyma16g01950.1	Inferred
TFmatrixID_0124	Glyma03g42300.1	Inferred
TFmatrixID_0509	Glyma.18G176100.2	Inferred
TFmatrixID_0509	Glyma.08G357600.2	Inferred
TFmatrixID_0510	Glyma.16G050300.1	Inferred
TFmatrixID_0161	Glyma.18G156900.1	Inferred
TFmatrixID_0161	Glyma.19G143900.1	Inferred
TFmatrixID_0161	Glyma.17G223100.1	Inferred
TFmatrixID_0161	Glyma.17G095000.1	Inferred
TFmatrixID_0161	Glyma.17G075200.2	Inferred
TFmatrixID_0161	Glyma.16G087300.1	Inferred
TFmatrixID_0161	Glyma.14G089600.1	Inferred
TFmatrixID_0161	Glyma.12G042800.1	Inferred
TFmatrixID_0161	Glyma.11G117100.2	Inferred
TFmatrixID_0161	Glyma.10G093600.1	Inferred
TFmatrixID_0161	Glyma.09G183500.1	Inferred
TFmatrixID_0161	Glyma.09G098300.1	Inferred
TFmatrixID_0161	Glyma.08G346300.1	Inferred
TFmatrixID_0161	Glyma08g40540.1	Inferred
TFmatrixID_0161	Glyma08g04660.1	Inferred
TFmatrixID_0161	Glyma07g10310.1	Inferred
TFmatrixID_0161	Glyma.06G188100.1	Inferred
TFmatrixID_0161	Glyma06g05180.1	Inferred
TFmatrixID_0161	Glyma.06G012200.1	Inferred
TFmatrixID_0161	Glyma.06G165700.1	Inferred
TFmatrixID_0161	Glyma.05G234500.1	Inferred
TFmatrixID_0161	Glyma.05G201700.1	Inferred
TFmatrixID_0161	Glyma.05G031800.1	Inferred
TFmatrixID_0161	Glyma04g05090.1	Inferred
TFmatrixID_0161	Glyma.04G176900.1	Inferred
TFmatrixID_0161	Glyma.04G199900.1	Inferred
TFmatrixID_0161	Glyma.04G012500.1	Inferred
TFmatrixID_0161	Glyma.03G141200.1	Inferred
TFmatrixID_0161	Glyma.03G086800.1	Inferred
TFmatrixID_0161	Glyma.02G125200	Inferred
TFmatrixID_0161	Glyma02g02930.1	Inferred
TFmatrixID_0161	Glyma02g02940.1	Inferred
TFmatrixID_0161	Glyma.01G039200	Inferred
TFmatrixID_0161	Glyma.01G068600	Inferred
TFmatrixID_0161	Glyma.U037800.1	Inferred
TFmatrixID_0163	Glyma.18G156900.1	Inferred
TFmatrixID_0163	Glyma.19G143900.1	Inferred
TFmatrixID_0163	Glyma.17G223100.1	Inferred
TFmatrixID_0163	Glyma.17G095000.1	Inferred
TFmatrixID_0163	Glyma.17G075200.2	Inferred
TFmatrixID_0163	Glyma.16G087300.1	Inferred
TFmatrixID_0163	Glyma14g11790.1	Inferred
TFmatrixID_0163	Glyma.14G089600.1	Inferred
TFmatrixID_0163	Glyma.12G042800.1	Inferred
TFmatrixID_0163	Glyma.11G117100.2	Inferred
TFmatrixID_0163	Glyma.10G093600.1	Inferred
TFmatrixID_0163	Glyma.09G183500.1	Inferred
TFmatrixID_0163	Glyma.09G098300.1	Inferred
TFmatrixID_0163	Glyma.08G346300.1	Inferred
TFmatrixID_0163	Glyma08g40540.1	Inferred
TFmatrixID_0163	Glyma08g04660.1	Inferred
TFmatrixID_0163	Glyma07g10310.1	Inferred
TFmatrixID_0163	Glyma.06G188100.1	Inferred
TFmatrixID_0163	Glyma06g05180.1	Inferred
TFmatrixID_0163	Glyma.06G012200.1	Inferred
TFmatrixID_0163	Glyma.06G165700.1	Inferred
TFmatrixID_0163	Glyma.05G234500.1	Inferred
TFmatrixID_0163	Glyma.05G201700.1	Inferred
TFmatrixID_0163	Glyma.05G031800.1	Inferred
TFmatrixID_0163	Glyma04g05090.1	Inferred
TFmatrixID_0163	Glyma.04G176900.1	Inferred
TFmatrixID_0163	Glyma.04G199900.1	Inferred
TFmatrixID_0163	Glyma.04G012500.1	Inferred
TFmatrixID_0163	Glyma.03G141200.1	Inferred
TFmatrixID_0163	Glyma.03G086800.1	Inferred
TFmatrixID_0163	Glyma.02G125200	Inferred
TFmatrixID_0163	Glyma02g02930.1	Inferred
TFmatrixID_0163	Glyma.01G039200	Inferred
TFmatrixID_0163	Glyma.01G068600	Inferred
TFmatrixID_0163	Glyma.U037800.1	Inferred
TFmatrixID_0169	Glyma.18G156900.1	Inferred
TFmatrixID_0169	Glyma.19G143900.1	Inferred
TFmatrixID_0169	Glyma.17G223100.1	Inferred
TFmatrixID_0169	Glyma.17G095000.1	Inferred
TFmatrixID_0169	Glyma.17G075200.2	Inferred
TFmatrixID_0169	Glyma.16G087300.1	Inferred
TFmatrixID_0169	Glyma14g11790.1	Inferred
TFmatrixID_0169	Glyma.14G089600.1	Inferred
TFmatrixID_0169	Glyma.12G042800.1	Inferred
TFmatrixID_0169	Glyma.11G117100.2	Inferred
TFmatrixID_0169	Glyma.10G093600.1	Inferred
TFmatrixID_0169	Glyma.09G183500.1	Inferred
TFmatrixID_0169	Glyma.09G098300.1	Inferred
TFmatrixID_0169	Glyma.08G346300.1	Inferred
TFmatrixID_0169	Glyma08g40540.1	Inferred
TFmatrixID_0169	Glyma08g04660.1	Inferred
TFmatrixID_0169	Glyma07g10310.1	Inferred
TFmatrixID_0169	Glyma.06G188100.1	Inferred
TFmatrixID_0169	Glyma06g05180.1	Inferred
TFmatrixID_0169	Glyma.06G012200.1	Inferred
TFmatrixID_0169	Glyma.06G165700.1	Inferred
TFmatrixID_0169	Glyma.05G234500.1	Inferred
TFmatrixID_0169	Glyma.05G201700.1	Inferred
TFmatrixID_0169	Glyma.05G031800.1	Inferred
TFmatrixID_0169	Glyma04g05090.1	Inferred
TFmatrixID_0169	Glyma.04G176900.1	Inferred
TFmatrixID_0169	Glyma.04G199900.1	Inferred
TFmatrixID_0169	Glyma.04G012500.1	Inferred
TFmatrixID_0169	Glyma.03G141200.1	Inferred
TFmatrixID_0169	Glyma.03G086800.1	Inferred
TFmatrixID_0169	Glyma.02G125200	Inferred
TFmatrixID_0169	Glyma02g02930.1	Inferred
TFmatrixID_0169	Glyma02g02940.1	Inferred
TFmatrixID_0169	Glyma.01G039200	Inferred
TFmatrixID_0169	Glyma.01G068600	Inferred
TFmatrixID_0169	Glyma.U037800.1	Inferred
TFmatrixID_0174	Glyma.18G156900.1	Inferred
TFmatrixID_0174	Glyma.19G143900.1	Inferred
TFmatrixID_0174	Glyma.17G223100.1	Inferred
TFmatrixID_0174	Glyma.17G095000.1	Inferred
TFmatrixID_0174	Glyma.17G075200.2	Inferred
TFmatrixID_0174	Glyma.16G087300.1	Inferred
TFmatrixID_0174	Glyma14g11790.1	Inferred
TFmatrixID_0174	Glyma.14G089600.1	Inferred
TFmatrixID_0174	Glyma.12G042800.1	Inferred
TFmatrixID_0174	Glyma.11G117100.2	Inferred
TFmatrixID_0174	Glyma.10G093600.1	Inferred
TFmatrixID_0174	Glyma.09G183500.1	Inferred
TFmatrixID_0174	Glyma.09G098300.1	Inferred
TFmatrixID_0174	Glyma.08G346300.1	Inferred
TFmatrixID_0174	Glyma08g40540.1	Inferred
TFmatrixID_0174	Glyma08g04660.1	Inferred
TFmatrixID_0174	Glyma07g10310.1	Inferred
TFmatrixID_0174	Glyma.06G188100.1	Inferred
TFmatrixID_0174	Glyma06g05180.1	Inferred
TFmatrixID_0174	Glyma.06G012200.1	Inferred
TFmatrixID_0174	Glyma.06G165700.1	Inferred
TFmatrixID_0174	Glyma.05G234500.1	Inferred
TFmatrixID_0174	Glyma.05G201700.1	Inferred
TFmatrixID_0174	Glyma.05G031800.1	Inferred
TFmatrixID_0174	Glyma04g05090.1	Inferred
TFmatrixID_0174	Glyma.04G176900.1	Inferred
TFmatrixID_0174	Glyma.04G199900.1	Inferred
TFmatrixID_0174	Glyma.04G012500.1	Inferred
TFmatrixID_0174	Glyma.03G141200.1	Inferred
TFmatrixID_0174	Glyma.03G086800.1	Inferred
TFmatrixID_0174	Glyma.02G125200	Inferred
TFmatrixID_0174	Glyma02g02930.1	Inferred
TFmatrixID_0174	Glyma02g02940.1	Inferred
TFmatrixID_0174	Glyma.01G039200	Inferred
TFmatrixID_0174	Glyma.01G068600	Inferred
TFmatrixID_0174	Glyma.U037800.1	Inferred
TFmatrixID_0179	Glyma.18G156900.1	Inferred
TFmatrixID_0179	Glyma.19G143900.1	Inferred
TFmatrixID_0179	Glyma.17G223100.1	Inferred
TFmatrixID_0179	Glyma.17G095000.1	Inferred
TFmatrixID_0179	Glyma.17G075200.2	Inferred
TFmatrixID_0179	Glyma.16G087300.1	Inferred
TFmatrixID_0179	Glyma14g11790.1	Inferred
TFmatrixID_0179	Glyma.14G089600.1	Inferred
TFmatrixID_0179	Glyma.12G042800.1	Inferred
TFmatrixID_0179	Glyma.11G117100.2	Inferred
TFmatrixID_0179	Glyma.10G093600.1	Inferred
TFmatrixID_0179	Glyma.09G183500.1	Inferred
TFmatrixID_0179	Glyma.09G098300.1	Inferred
TFmatrixID_0179	Glyma.08G346300.1	Inferred
TFmatrixID_0179	Glyma08g40540.1	Inferred
TFmatrixID_0179	Glyma08g04660.1	Inferred
TFmatrixID_0179	Glyma07g10310.1	Inferred
TFmatrixID_0179	Glyma.06G188100.1	Inferred
TFmatrixID_0179	Glyma06g05180.1	Inferred
TFmatrixID_0179	Glyma.06G012200.1	Inferred
TFmatrixID_0179	Glyma.06G165700.1	Inferred
TFmatrixID_0179	Glyma.05G234500.1	Inferred
TFmatrixID_0179	Glyma.05G201700.1	Inferred
TFmatrixID_0179	Glyma.05G031800.1	Inferred
TFmatrixID_0179	Glyma04g05090.1	Inferred
TFmatrixID_0179	Glyma.04G176900.1	Inferred
TFmatrixID_0179	Glyma.04G199900.1	Inferred
TFmatrixID_0179	Glyma.04G012500.1	Inferred
TFmatrixID_0179	Glyma.03G141200.1	Inferred
TFmatrixID_0179	Glyma.03G086800.1	Inferred
TFmatrixID_0179	Glyma.02G125200	Inferred
TFmatrixID_0179	Glyma02g02930.1	Inferred
TFmatrixID_0179	Glyma.01G039200	Inferred
TFmatrixID_0179	Glyma.01G068600	Inferred
TFmatrixID_0179	Glyma.U037800.1	Inferred
TFmatrixID_0157	Glyma.19G256700.1	Inferred
TFmatrixID_0157	Glyma.17G155900.1	Inferred
TFmatrixID_0157	Glyma.16G023900.1	Inferred
TFmatrixID_0157	Glyma.16G020500.1	Inferred
TFmatrixID_0157	Glyma13g18130.1	Inferred
TFmatrixID_0157	Glyma.11G043700.1	Inferred
TFmatrixID_0157	Glyma.10G034300.1	Inferred
TFmatrixID_0157	Glyma.09G204500.1	Inferred
TFmatrixID_0157	Glyma.08G271900.1	Inferred
TFmatrixID_0157	Glyma.07G185300.2	Inferred
TFmatrixID_0157	Glyma.07G055200.1	Inferred
TFmatrixID_0157	Glyma.07G051500.1	Inferred
TFmatrixID_0157	Glyma.05G200900.1	Inferred
TFmatrixID_0157	Glyma.05G110900.1	Inferred
TFmatrixID_0157	Glyma.03G152800.1	Inferred
TFmatrixID_0157	Glyma.02G147800.1	Inferred
TFmatrixID_0157	Glyma02g09670.1	Inferred
TFmatrixID_0157	Glyma.01G096600.1	Inferred
TFmatrixID_0157	Glyma01g02250.1	Inferred
TFmatrixID_0158	Glyma.19G256700.1	Inferred
TFmatrixID_0158	Glyma19g27480.1	Inferred
TFmatrixID_0158	Glyma16g26290.1	Inferred
TFmatrixID_0158	Glyma.16G049400.1	Inferred
TFmatrixID_0158	Glyma.16G023900.1	Inferred
TFmatrixID_0158	Glyma.16G020500.1	Inferred
TFmatrixID_0158	Glyma.15G166800.1	Inferred
TFmatrixID_0158	Glyma13g18130.1	Inferred
TFmatrixID_0158	Glyma.10G034300.1	Inferred
TFmatrixID_0158	Glyma.09G204500.1	Inferred
TFmatrixID_0158	Glyma.09G060200.1	Inferred
TFmatrixID_0158	Glyma.08G271900.1	Inferred
TFmatrixID_0158	Glyma.07G055200.1	Inferred
TFmatrixID_0158	Glyma.07G051500.1	Inferred
TFmatrixID_0158	Glyma.06G165000.1	Inferred
TFmatrixID_0158	Glyma.05G200900.1	Inferred
TFmatrixID_0158	Glyma.04G200500.1	Inferred
TFmatrixID_0158	Glyma.02G147800.1	Inferred
TFmatrixID_0158	Glyma02g09670.1	Inferred
TFmatrixID_0158	Glyma.01G096600.1	Inferred
TFmatrixID_0158	Glyma01g02250.1	Inferred
TFmatrixID_0160	Glyma.19G256700.1	Inferred
TFmatrixID_0160	Glyma.17G155900.1	Inferred
TFmatrixID_0160	Glyma.16G023900.1	Inferred
TFmatrixID_0160	Glyma.16G020500.1	Inferred
TFmatrixID_0160	Glyma13g18130.1	Inferred
TFmatrixID_0160	Glyma.11G043700.1	Inferred
TFmatrixID_0160	Glyma.10G034300.1	Inferred
TFmatrixID_0160	Glyma.09G204500.1	Inferred
TFmatrixID_0160	Glyma.08G271900.1	Inferred
TFmatrixID_0160	Glyma.07G185300.2	Inferred
TFmatrixID_0160	Glyma.07G055200.1	Inferred
TFmatrixID_0160	Glyma.07G051500.1	Inferred
TFmatrixID_0160	Glyma.05G200900.1	Inferred
TFmatrixID_0160	Glyma.05G110900.1	Inferred
TFmatrixID_0160	Glyma.03G152800.1	Inferred
TFmatrixID_0160	Glyma.02G147800.1	Inferred
TFmatrixID_0160	Glyma02g09670.1	Inferred
TFmatrixID_0160	Glyma.01G096600.1	Inferred
TFmatrixID_0160	Glyma01g02250.1	Inferred
TFmatrixID_0168	Glyma.19G256700.1	Inferred
TFmatrixID_0168	Glyma.17G155900.1	Inferred
TFmatrixID_0168	Glyma.16G023900.1	Inferred
TFmatrixID_0168	Glyma.16G020500.1	Inferred
TFmatrixID_0168	Glyma13g18130.1	Inferred
TFmatrixID_0168	Glyma.10G034300.1	Inferred
TFmatrixID_0168	Glyma.09G204500.1	Inferred
TFmatrixID_0168	Glyma.08G271900.1	Inferred
TFmatrixID_0168	Glyma.07G055200.1	Inferred
TFmatrixID_0168	Glyma.07G051500.1	Inferred
TFmatrixID_0168	Glyma.05G200900.1	Inferred
TFmatrixID_0168	Glyma.05G110900.1	Inferred
TFmatrixID_0168	Glyma.03G152800.1	Inferred
TFmatrixID_0168	Glyma.02G147800.1	Inferred
TFmatrixID_0168	Glyma02g09670.1	Inferred
TFmatrixID_0168	Glyma.01G096600.1	Inferred
TFmatrixID_0168	Glyma01g02250.1	Inferred
TFmatrixID_0173	Glyma.19G256700.1	Inferred
TFmatrixID_0173	Glyma.17G155900.1	Inferred
TFmatrixID_0173	Glyma.16G023900.1	Inferred
TFmatrixID_0173	Glyma.16G020500.1	Inferred
TFmatrixID_0173	Glyma13g18130.1	Inferred
TFmatrixID_0173	Glyma.10G034300.1	Inferred
TFmatrixID_0173	Glyma.09G204500.1	Inferred
TFmatrixID_0173	Glyma.08G271900.1	Inferred
TFmatrixID_0173	Glyma.07G055200.1	Inferred
TFmatrixID_0173	Glyma.07G051500.1	Inferred
TFmatrixID_0173	Glyma.05G200900.1	Inferred
TFmatrixID_0173	Glyma.05G110900.1	Inferred
TFmatrixID_0173	Glyma.03G152800.1	Inferred
TFmatrixID_0173	Glyma.02G147800.1	Inferred
TFmatrixID_0173	Glyma02g09670.1	Inferred
TFmatrixID_0173	Glyma.01G096600.1	Inferred
TFmatrixID_0173	Glyma01g02250.1	Inferred
TFmatrixID_0511	Glyma.19G256700.1	Inferred
TFmatrixID_0511	Glyma.17G155900.1	Inferred
TFmatrixID_0511	Glyma.16G023900.1	Inferred
TFmatrixID_0511	Glyma.16G020500.1	Inferred
TFmatrixID_0511	Glyma13g18130.1	Inferred
TFmatrixID_0511	Glyma.11G043700.1	Inferred
TFmatrixID_0511	Glyma.10G034300.1	Inferred
TFmatrixID_0511	Glyma.09G204500.1	Inferred
TFmatrixID_0511	Glyma.08G271900.1	Inferred
TFmatrixID_0511	Glyma.07G185300.2	Inferred
TFmatrixID_0511	Glyma.07G055200.1	Inferred
TFmatrixID_0511	Glyma.07G051500.1	Inferred
TFmatrixID_0511	Glyma.05G200900.1	Inferred
TFmatrixID_0511	Glyma.05G110900.1	Inferred
TFmatrixID_0511	Glyma.03G152800.1	Inferred
TFmatrixID_0511	Glyma.02G147800.1	Inferred
TFmatrixID_0511	Glyma02g09670.1	Inferred
TFmatrixID_0511	Glyma.01G096600.1	Inferred
TFmatrixID_0511	Glyma01g02250.1	Inferred
TFmatrixID_0513	Glyma.19G256700.1	Inferred
TFmatrixID_0513	Glyma.17G155900.1	Inferred
TFmatrixID_0513	Glyma.16G023900.1	Inferred
TFmatrixID_0513	Glyma.16G020500.1	Inferred
TFmatrixID_0513	Glyma13g18130.1	Inferred
TFmatrixID_0513	Glyma.10G034300.1	Inferred
